"name","kind","alias_of","upstream_package","family","scope","exclusion_reason","problem_representation","fixed_adaptive_behavior","jacobian_requirement","linear_solver_requirement","dense_output_requirement","controller_requirement","required_features","rust_status","rust_name","rust_public_name","rust_public_export_detected","rust_algorithm_implementation_detected","julia_status","julia_compliance_detected","upstream_source","upstream_line"
"CKLLSRK85_4M_3R","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","CKLLSRK85_4M_3R","CKLLSRK85_4M_3R","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","537"
"CKLLSRK85_4P_3R","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","CKLLSRK85_4P_3R","CKLLSRK85_4P_3R","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","558"
"CKLLSRK95_4C","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","CKLLSRK95_4C","CKLLSRK95_4C","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","411"
"CKLLSRK95_4M","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","CKLLSRK95_4M","CKLLSRK95_4M","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","432"
"CKLLSRK95_4S","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","CKLLSRK95_4S","CKLLSRK95_4S","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","390"
"DGLDDRK73_C","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","Dglddrk73C","Dglddrk73C","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","35"
"DGLDDRK84_C","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","Dglddrk84C","Dglddrk84C","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","146"
"DGLDDRK84_F","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","Dglddrk84F","Dglddrk84F","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","168"
"NDBLSRK124","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","Ndblsrk124","Ndblsrk124","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","76"
"NDBLSRK134","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","Ndblsrk134","Ndblsrk134","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","782"
"NDBLSRK144","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","Ndblsrk144","Ndblsrk144","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","95"
"ORK256","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","Ork256","Ork256","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","13"
"ParsaniKetchesonDeconinck3S105","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","ParsaniKetchesonDeconinck3S105","ParsaniKetchesonDeconinck3S105","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","311"
"ParsaniKetchesonDeconinck3S173","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","ParsaniKetchesonDeconinck3S173","ParsaniKetchesonDeconinck3S173","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","263"
"ParsaniKetchesonDeconinck3S184","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","ParsaniKetchesonDeconinck3S184","ParsaniKetchesonDeconinck3S184","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","295"
"ParsaniKetchesonDeconinck3S205","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","ParsaniKetchesonDeconinck3S205","ParsaniKetchesonDeconinck3S205","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","327"
"ParsaniKetchesonDeconinck3S32","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","ParsaniKetchesonDeconinck3S32","ParsaniKetchesonDeconinck3S32","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","215"
"ParsaniKetchesonDeconinck3S53","algorithm",,"OrdinaryDiffEqLowStorageRK","low-storage explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; low-storage workspaces; stage/step limiters","implemented-and-julia-tested","ParsaniKetchesonDeconinck3S53","ParsaniKetchesonDeconinck3S53","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqLowStorageRK/src/algorithms.jl","247"
